receipt_no,user_id,item_id,unit,date_jst
5307465855,0,s_00004,1.0,2020-10-04 01:36:11
5307465856,59480560,s_00005,1.0,2020-10-04 01:36:34
5307465857,31753447,s_00001,1.0,2020-10-04 01:39:01
5307465857,31753447,s_00005,1.0,2020-10-04 01:39:01
5307465858,0,s_00005,1.0,2020-10-04 01:39:08
5307465859,0,s_00001,1.0,2020-10-04 01:39:55
5307465859,0,s_00003,1.0,2020-10-04 01:39:55
5307465859,0,s_00004,1.0,2020-10-04 01:39:55
5307465860,30015130,s_00001,1.0,2020-10-04 01:40:23
5307465861,0,s_00001,1.0,2020-10-04 01:43:57
5307465861,0,s_00004,1.0,2020-10-04 01:43:57
5307465862,44480035,s_00002,1.0,2020-10-04 01:47:35
5307465862,44480035,s_00003,1.0,2020-10-04 01:47:35
5307465863,13055886,s_00005,1.0,2020-10-04 01:47:42
5307465864,16309727,s_00005,1.0,2020-10-04 01:47:55
5307465865,0,s_00002,1.0,2020-10-04 01:55:07
5307465866,66953194,s_00002,1.0,2020-10-04 01:55:47
5307465867,35571558,s_00001,1.0,2020-10-04 01:56:40
5307465868,94888447,s_00005,1.0,2020-10-04 01:58:25
5307465869,34422093,s_00001,1.0,2020-10-04 02:13:44
5307465869,34422093,s_00004,1.0,2020-10-04 02:13:44
5307465870,0,s_00002,1.0,2020-10-04 02:19:53
5307465870,0,s_00005,1.0,2020-10-04 02:19:53
5307465871,0,s_00001,1.0,2020-10-04 02:22:01
5307465871,0,s_00005,1.0,2020-10-04 02:22:01
5307465872,0,s_00003,1.0,2020-10-04 02:24:10
5307465873,0,s_00005,1.0,2020-10-04 02:29:50
5307465874,76668449,s_00005,1.0,2020-10-04 02:32:41
5307465875,0,s_00001,1.0,2020-10-04 02:34:40
5307465875,0,s_00004,1.0,2020-10-04 02:34:40
5307465876,0,s_00001,1.0,2020-10-04 02:36:18
5307465876,0,s_00005,1.0,2020-10-04 02:36:18
5307465877,0,s_00002,1.0,2020-10-04 02:36:54
5307465877,0,s_00004,1.0,2020-10-04 02:36:54
5307465878,33519044,s_00005,1.0,2020-10-04 02:51:07
5307465879,76797534,s_00002,1.0,2020-10-04 02:52:09
5307465879,76797534,s_00004,1.0,2020-10-04 02:52:09
5307465880,10974287,s_00003,2.0,2020-10-04 03:02:06
5307465881,55540443,s_00002,1.0,2020-10-04 03:10:59
5307465882,99476923,s_00001,1.0,2020-10-04 03:11:41
5307465882,99476923,s_00004,1.0,2020-10-04 03:11:41
5307465882,99476923,s_00005,1.0,2020-10-04 03:11:41
5307465883,0,s_00002,1.0,2020-10-04 03:14:12
5307465883,0,s_00003,1.0,2020-10-04 03:14:12
5307465884,0,s_00005,1.0,2020-10-04 03:15:29
5307465885,89690667,s_00002,1.0,2020-10-04 03:16:47
5307465886,0,s_00001,1.0,2020-10-04 03:26:22
5307465886,0,s_00003,1.0,2020-10-04 03:26:22
5307465887,0,s_00005,1.0,2020-10-04 03:27:58
5307465888,58175072,s_00001,1.0,2020-10-04 03:29:47
5307465888,58175072,s_00005,1.0,2020-10-04 03:29:47
5307465889,33080965,s_00004,1.0,2020-10-04 03:33:07
5307465890,0,s_00005,2.0,2020-10-04 03:39:54
5307465891,99311423,s_00001,1.0,2020-10-04 03:41:08
5307465891,99311423,s_00005,1.0,2020-10-04 03:41:08
5307465892,41116116,s_00002,1.0,2020-10-04 03:43:56
5307465892,41116116,s_00005,1.0,2020-10-04 03:43:56
5307465893,0,s_00005,1.0,2020-10-04 03:43:57
5307465894,52991065,s_00002,1.0,2020-10-04 03:46:19
5307465895,0,s_00002,1.0,2020-10-04 03:47:42
5307465895,0,s_00005,1.0,2020-10-04 03:47:42
5307465896,13380440,s_00003,1.0,2020-10-04 03:51:40
5307465897,47765076,s_00002,1.0,2020-10-04 03:55:13
5307465898,0,s_00005,1.0,2020-10-04 04:01:13
5307465899,79975038,s_00005,1.0,2020-10-04 04:03:38
5307465900,0,s_00002,1.0,2020-10-04 04:04:49
5307465900,0,s_00005,1.0,2020-10-04 04:04:49
5307465901,0,s_00004,1.0,2020-10-04 04:05:45
5307465902,0,s_00003,3.0,2020-10-04 04:08:19
5307465903,0,s_00001,1.0,2020-10-04 04:08:24
5307465903,0,s_00005,1.0,2020-10-04 04:08:24
5307465904,53124217,s_00002,1.0,2020-10-04 04:08:55
5307465905,60093025,s_00001,1.0,2020-10-04 04:15:37
5307465905,60093025,s_00005,1.0,2020-10-04 04:15:37
5307465906,0,s_00001,1.0,2020-10-04 04:16:09
5307465906,0,s_00004,1.0,2020-10-04 04:16:09
5307465907,0,s_00002,1.0,2020-10-04 04:21:32
5307465907,0,s_00005,1.0,2020-10-04 04:21:32
5307465908,0,s_00005,1.0,2020-10-04 04:23:12
5307465909,36230970,s_00002,1.0,2020-10-04 04:26:07
5307465909,36230970,s_00003,1.0,2020-10-04 04:26:07
5307465909,36230970,s_00005,1.0,2020-10-04 04:26:07
5307465910,38633367,s_00001,1.0,2020-10-04 04:35:46
5307465911,0,s_00002,1.0,2020-10-04 04:38:30
5307465911,0,s_00003,1.0,2020-10-04 04:38:30
5307465912,0,s_00001,1.0,2020-10-04 04:41:24
5307465913,0,s_00001,1.0,2020-10-04 04:42:00
5307465913,0,s_00005,1.0,2020-10-04 04:42:00
5307465914,97816033,s_00003,4.0,2020-10-04 04:50:36
5307465915,0,s_00002,1.0,2020-10-04 04:52:49
5307465915,0,s_00005,1.0,2020-10-04 04:52:49
5307465916,0,s_00002,1.0,2020-10-04 04:55:56
5307465917,0,s_00005,1.0,2020-10-04 04:56:53
5307465918,99450574,s_00005,1.0,2020-10-04 05:02:35
5307465919,0,s_00005,1.0,2020-10-04 05:04:01
5307465920,31147095,s_00004,1.0,2020-10-04 05:06:34
5307465921,44028200,s_00001,1.0,2020-10-04 05:07:24
5307465921,44028200,s_00003,1.0,2020-10-04 05:07:24
5307465922,0,s_00002,1.0,2020-10-04 05:11:18
5307465922,0,s_00003,1.0,2020-10-04 05:11:18
5307465922,0,s_00005,1.0,2020-10-04 05:11:18
5307465923,0,s_00001,1.0,2020-10-04 05:12:44
5307465923,0,s_00004,1.0,2020-10-04 05:12:44
5307465923,0,s_00005,1.0,2020-10-04 05:12:44
5307465924,0,s_00001,1.0,2020-10-04 05:26:11
5307465925,34085622,s_00001,1.0,2020-10-04 05:26:56
5307465925,34085622,s_00004,1.0,2020-10-04 05:26:56
5307465926,0,s_00002,1.0,2020-10-04 05:27:04
5307465926,0,s_00004,1.0,2020-10-04 05:27:04
5307465927,57185404,s_00003,4.0,2020-10-04 05:27:39
5307465928,0,s_00005,1.0,2020-10-04 05:30:06
5307465929,44544991,s_00004,1.0,2020-10-04 05:33:21
5307465930,79204722,s_00001,1.0,2020-10-04 05:39:01
5307465931,0,s_00004,1.0,2020-10-04 05:41:07
5307465932,70708239,s_00005,1.0,2020-10-04 05:45:06
5307465933,28756031,s_00001,1.0,2020-10-04 05:52:30
5307465933,28756031,s_00003,1.0,2020-10-04 05:52:30
5307465934,0,s_00001,1.0,2020-10-04 05:55:58
5307465934,0,s_00004,1.0,2020-10-04 05:55:58
5307465935,0,s_00002,1.0,2020-10-04 05:56:15
5307465935,0,s_00005,1.0,2020-10-04 05:56:15
5307465936,68732081,s_00001,1.0,2020-10-04 05:57:26
5307465937,0,s_00004,1.0,2020-10-04 06:04:06
5307465938,88328041,s_00003,3.0,2020-10-04 06:18:24
5307465939,44053784,s_00002,1.0,2020-10-04 06:18:45
5307465939,44053784,s_00003,1.0,2020-10-04 06:18:45
5307465939,44053784,s_00005,1.0,2020-10-04 06:18:45
5307465940,34985022,s_00002,1.0,2020-10-04 06:20:09
5307465940,34985022,s_00004,1.0,2020-10-04 06:20:09
5307465940,34985022,s_00005,1.0,2020-10-04 06:20:09
5307465941,0,s_00005,1.0,2020-10-04 06:20:36
5307465942,0,s_00005,1.0,2020-10-04 06:23:31
5307465943,0,s_00005,1.0,2020-10-04 06:26:20
5307465944,0,s_00004,1.0,2020-10-04 06:32:08
5307465945,91861752,s_00003,2.0,2020-10-04 06:40:05
5307465946,54556834,s_00001,1.0,2020-10-04 06:41:21
5307465946,54556834,s_00004,1.0,2020-10-04 06:41:21
5307465947,91904092,s_00004,1.0,2020-10-04 06:43:10
5307465948,23542550,s_00005,1.0,2020-10-04 06:43:44
5307465949,62882415,s_00001,1.0,2020-10-04 06:45:13
5307465950,0,s_00001,1.0,2020-10-04 06:48:32
5307465951,21366079,s_00005,1.0,2020-10-04 06:52:11
5307465952,79990554,s_00001,1.0,2020-10-04 06:58:33
5307465952,79990554,s_00004,1.0,2020-10-04 06:58:33
5307465953,0,s_00001,1.0,2020-10-04 06:59:04
5307465954,0,s_00003,3.0,2020-10-04 07:00:54
5307465955,13298297,s_00001,1.0,2020-10-04 07:08:26
5307465955,13298297,s_00005,1.0,2020-10-04 07:08:26
5307465956,27781567,s_00004,1.0,2020-10-04 07:11:45
5307465957,92469063,s_00001,1.0,2020-10-04 07:13:26
5307465958,0,s_00001,1.0,2020-10-04 07:15:16
5307465958,0,s_00005,1.0,2020-10-04 07:15:16
5307465959,0,s_00001,1.0,2020-10-04 07:20:57
5307465959,0,s_00003,1.0,2020-10-04 07:20:57
5307465959,0,s_00004,1.0,2020-10-04 07:20:57
5307465960,89356100,s_00003,3.0,2020-10-04 07:22:45
5307465961,84118591,s_00001,1.0,2020-10-04 07:26:50
5307465962,84263433,s_00005,1.0,2020-10-04 07:27:14
5307465963,45457553,s_00005,1.0,2020-10-04 07:27:54
5307465964,14950102,s_00005,1.0,2020-10-04 07:34:15
5307465965,0,s_00002,1.0,2020-10-04 07:40:41
5307465966,0,s_00005,1.0,2020-10-04 07:50:11
5307465967,0,s_00004,1.0,2020-10-04 07:59:39
5307465968,0,s_00005,1.0,2020-10-04 08:00:09
5307465969,89265914,s_00005,1.0,2020-10-04 08:01:15
5307465970,0,s_00002,1.0,2020-10-04 08:02:45
5307465970,0,s_00003,1.0,2020-10-04 08:02:45
5307465970,0,s_00004,1.0,2020-10-04 08:02:45
5307465971,0,s_00001,1.0,2020-10-04 08:09:44
5307465972,54556683,s_00004,1.0,2020-10-04 08:11:22
5307465973,0,s_00002,1.0,2020-10-04 08:11:47
5307465973,0,s_00003,1.0,2020-10-04 08:11:47
5307465973,0,s_00004,1.0,2020-10-04 08:11:47
5307465974,0,s_00001,1.0,2020-10-04 08:17:20
5307465974,0,s_00004,1.0,2020-10-04 08:17:20
5307465974,0,s_00005,1.0,2020-10-04 08:17:20
5307465975,0,s_00005,1.0,2020-10-04 08:18:10
5307465976,86434592,s_00004,1.0,2020-10-04 08:19:36
5307465977,0,s_00004,2.0,2020-10-04 08:34:06
5307465978,0,s_00002,1.0,2020-10-04 08:40:54
5307465978,0,s_00004,1.0,2020-10-04 08:40:54
5307465979,62412262,s_00004,1.0,2020-10-04 08:41:28
5307465980,46972032,s_00005,1.0,2020-10-04 08:44:03
5307465981,0,s_00001,1.0,2020-10-04 08:49:28
5307465981,0,s_00004,1.0,2020-10-04 08:49:28
5307465981,0,s_00005,1.0,2020-10-04 08:49:28
5307465982,59942712,s_00004,1.0,2020-10-04 08:50:34
5307465983,0,s_00005,1.0,2020-10-04 08:51:24
5307465984,0,s_00002,1.0,2020-10-04 08:53:09
5307465985,0,s_00005,1.0,2020-10-04 09:08:18
5307465986,33396089,s_00001,1.0,2020-10-04 09:11:14
5307465987,89690667,s_00002,1.0,2020-10-04 09:21:21
5307465988,0,s_00004,1.0,2020-10-04 09:21:31
5307465989,0,s_00005,3.0,2020-10-04 09:23:52
5307465990,68694789,s_00001,1.0,2020-10-04 09:25:37
5307465990,68694789,s_00004,1.0,2020-10-04 09:25:37
5307465991,0,s_00002,1.0,2020-10-04 09:26:55
5307465992,53124217,s_00002,1.0,2020-10-04 09:28:45
5307465992,53124217,s_00004,1.0,2020-10-04 09:28:45
5307465993,98686619,s_00002,1.0,2020-10-04 09:29:16
5307465993,98686619,s_00004,1.0,2020-10-04 09:29:16
5307465994,0,s_00005,1.0,2020-10-04 09:31:45
5307465995,87503975,s_00001,1.0,2020-10-04 09:32:22
5307465995,87503975,s_00003,1.0,2020-10-04 09:32:22
5307465995,87503975,s_00005,1.0,2020-10-04 09:32:22
5307465996,12715280,s_00001,1.0,2020-10-04 09:33:57
5307465997,24587803,s_00003,3.0,2020-10-04 09:39:00
5307465998,40995105,s_00005,1.0,2020-10-04 09:42:36
5307465999,32828637,s_00002,1.0,2020-10-04 09:44:40
5307465999,32828637,s_00003,1.0,2020-10-04 09:44:40
5307466000,23780716,s_00004,2.0,2020-10-04 09:45:03
5307466001,53831961,s_00003,4.0,2020-10-04 09:46:44
5307466002,45478672,s_00001,1.0,2020-10-04 09:47:20
5307466002,45478672,s_00004,1.0,2020-10-04 09:47:20
5307466003,0,s_00005,1.0,2020-10-04 09:49:26
5307466004,91039795,s_00004,1.0,2020-10-04 09:49:41
5307466005,98936434,s_00003,2.0,2020-10-04 09:51:13
5307466006,0,s_00005,2.0,2020-10-04 09:52:15
5307466007,0,s_00005,1.0,2020-10-04 09:53:19
5307466008,0,s_00002,1.0,2020-10-04 09:55:00
5307466009,0,s_00001,1.0,2020-10-04 09:58:42
5307466009,0,s_00005,1.0,2020-10-04 09:58:42
5307466010,56175473,s_00004,2.0,2020-10-04 10:03:55
5307466011,80229179,s_00002,1.0,2020-10-04 10:06:52
5307466011,80229179,s_00003,1.0,2020-10-04 10:06:52
5307466012,19489075,s_00001,1.0,2020-10-04 10:09:17
5307466012,19489075,s_00005,1.0,2020-10-04 10:09:17
5307466013,53104950,s_00001,1.0,2020-10-04 10:13:20
5307466014,0,s_00001,1.0,2020-10-04 10:18:04
5307466014,0,s_00004,1.0,2020-10-04 10:18:04
5307466015,0,s_00002,1.0,2020-10-04 10:26:02
5307466015,0,s_00005,1.0,2020-10-04 10:26:02
5307466016,0,s_00002,1.0,2020-10-04 10:28:18
5307466017,0,s_00005,1.0,2020-10-04 10:33:31
5307466018,59712334,s_00003,1.0,2020-10-04 10:39:58
5307466019,84475012,s_00002,1.0,2020-10-04 10:41:43
5307466019,84475012,s_00003,1.0,2020-10-04 10:41:43
5307466020,0,s_00001,1.0,2020-10-04 10:46:23
5307466021,47988410,s_00005,1.0,2020-10-04 10:47:40
5307466022,14625252,s_00001,1.0,2020-10-04 10:54:10
5307466022,14625252,s_00003,1.0,2020-10-04 10:54:10
5307466023,93484950,s_00001,1.0,2020-10-04 10:59:09
5307466023,93484950,s_00005,1.0,2020-10-04 10:59:09
5307466024,0,s_00001,1.0,2020-10-04 11:11:11
5307466024,0,s_00004,1.0,2020-10-04 11:11:11
5307466024,0,s_00005,1.0,2020-10-04 11:11:11
5307466025,0,s_00001,1.0,2020-10-04 11:18:55
5307466026,0,s_00002,1.0,2020-10-04 11:21:40
5307466027,0,s_00002,1.0,2020-10-04 11:30:25
5307466027,0,s_00003,1.0,2020-10-04 11:30:25
5307466028,0,s_00004,1.0,2020-10-04 11:36:58
5307466029,70674492,s_00005,1.0,2020-10-04 11:37:29
5307466030,12047332,s_00005,1.0,2020-10-04 11:40:32
5307466031,0,s_00003,2.0,2020-10-04 11:42:33
5307466032,86058526,s_00002,1.0,2020-10-04 11:50:55
5307466032,86058526,s_00003,1.0,2020-10-04 11:50:55
5307466033,0,s_00002,1.0,2020-10-04 11:54:31
5307466034,96206192,s_00002,1.0,2020-10-04 11:55:27
5307466035,0,s_00005,1.0,2020-10-04 11:55:31
5307466036,0,s_00002,1.0,2020-10-04 12:01:31
5307466036,0,s_00005,1.0,2020-10-04 12:01:31
5307466037,0,s_00005,2.0,2020-10-04 12:05:25
5307466038,35856194,s_00002,1.0,2020-10-04 12:05:36
5307466039,91342607,s_00002,1.0,2020-10-04 12:12:03
5307466040,0,s_00004,1.0,2020-10-04 12:13:33
5307466041,0,s_00002,1.0,2020-10-04 12:14:48
5307466041,0,s_00003,1.0,2020-10-04 12:14:48
5307466041,0,s_00005,1.0,2020-10-04 12:14:48
5307466042,77514511,s_00005,1.0,2020-10-04 12:18:05
5307466043,98699491,s_00002,1.0,2020-10-04 12:18:22
5307466044,0,s_00001,1.0,2020-10-04 12:21:25
5307466045,0,s_00001,1.0,2020-10-04 12:21:47
5307466045,0,s_00005,1.0,2020-10-04 12:21:47
5307466046,65542948,s_00002,1.0,2020-10-04 12:22:02
5307466047,0,s_00005,1.0,2020-10-04 12:22:36
5307466048,57167134,s_00002,1.0,2020-10-04 12:29:16
5307466049,0,s_00003,1.0,2020-10-04 12:29:38
5307466050,0,s_00004,1.0,2020-10-04 12:35:51
5307466051,86896538,s_00002,1.0,2020-10-04 12:42:14
5307466051,86896538,s_00005,1.0,2020-10-04 12:42:14
5307466052,69279719,s_00005,1.0,2020-10-04 12:43:51
5307466053,0,s_00002,1.0,2020-10-04 12:49:34
5307466054,0,s_00005,1.0,2020-10-04 12:50:12
5307466055,0,s_00001,1.0,2020-10-04 12:50:38
5307466056,33853086,s_00005,1.0,2020-10-04 12:51:06
5307466057,12606355,s_00005,1.0,2020-10-04 12:55:01
5307466058,70208673,s_00001,1.0,2020-10-04 13:03:04
5307466058,70208673,s_00005,1.0,2020-10-04 13:03:04
5307466059,0,s_00005,1.0,2020-10-04 13:08:01
5307466060,15511296,s_00005,1.0,2020-10-04 13:08:38
5307466061,22712927,s_00002,1.0,2020-10-04 13:11:50
5307466061,22712927,s_00005,1.0,2020-10-04 13:11:50
5307466062,71543061,s_00002,1.0,2020-10-04 13:15:30
5307466063,0,s_00005,1.0,2020-10-04 13:28:30
5307466064,0,s_00002,1.0,2020-10-04 13:43:11
5307466064,0,s_00003,1.0,2020-10-04 13:43:11
5307466065,17203197,s_00004,1.0,2020-10-04 13:43:56
5307466066,0,s_00001,1.0,2020-10-04 13:45:14
5307466067,76797534,s_00002,1.0,2020-10-04 13:45:20
5307466068,0,s_00002,1.0,2020-10-04 13:48:12
5307466069,86874710,s_00003,2.0,2020-10-04 13:54:01
5307466070,0,s_00002,1.0,2020-10-04 14:01:54
5307466070,0,s_00005,1.0,2020-10-04 14:01:54
5307466071,0,s_00005,1.0,2020-10-04 14:11:50
5307466072,38564763,s_00002,1.0,2020-10-04 14:17:12
5307466073,90514754,s_00002,1.0,2020-10-04 14:19:02
5307466073,90514754,s_00004,1.0,2020-10-04 14:19:02
5307466074,40907221,s_00005,1.0,2020-10-04 14:19:04
5307466075,0,s_00002,1.0,2020-10-04 14:19:33
5307466076,0,s_00002,1.0,2020-10-04 14:22:02
5307466076,0,s_00005,1.0,2020-10-04 14:22:02
5307466077,44253012,s_00001,1.0,2020-10-04 14:22:35
5307466077,44253012,s_00005,1.0,2020-10-04 14:22:35
5307466078,0,s_00002,1.0,2020-10-04 14:25:01
5307466079,0,s_00001,1.0,2020-10-04 14:27:04
5307466080,55724346,s_00002,1.0,2020-10-04 14:27:18
5307466080,55724346,s_00004,1.0,2020-10-04 14:27:18
5307466080,55724346,s_00005,1.0,2020-10-04 14:27:18
5307466081,85296492,s_00005,1.0,2020-10-04 14:28:05
5307466082,52738890,s_00001,1.0,2020-10-04 14:31:25
5307466082,52738890,s_00005,1.0,2020-10-04 14:31:25
5307466083,0,s_00005,1.0,2020-10-04 14:37:29
5307466084,0,s_00002,1.0,2020-10-04 14:45:13
5307466085,0,s_00004,1.0,2020-10-04 14:49:17
5307466086,76968890,s_00004,1.0,2020-10-04 15:05:02
5307466087,0,s_00001,1.0,2020-10-04 15:08:43
5307466088,33809722,s_00001,1.0,2020-10-04 15:10:08
5307466089,42574279,s_00001,1.0,2020-10-04 15:13:42
5307466090,90224439,s_00001,1.0,2020-10-04 15:19:54
5307466091,0,s_00004,1.0,2020-10-04 15:25:17
5307466092,64541231,s_00004,1.0,2020-10-04 15:36:47
5307466093,23542550,s_00005,1.0,2020-10-04 15:38:07
5307466094,36989789,s_00002,1.0,2020-10-04 15:43:57
5307466095,0,s_00001,1.0,2020-10-04 15:46:35
5307466095,0,s_00003,1.0,2020-10-04 15:46:35
5307466095,0,s_00004,1.0,2020-10-04 15:46:35
5307466096,0,s_00005,1.0,2020-10-04 15:51:16
5307466097,0,s_00005,1.0,2020-10-04 15:52:08
5307466098,0,s_00001,1.0,2020-10-04 15:54:17
5307466098,0,s_00003,1.0,2020-10-04 15:54:17
5307466099,27899893,s_00004,1.0,2020-10-04 16:00:12
5307466100,52179594,s_00003,2.0,2020-10-04 16:04:29
5307466101,15213286,s_00005,1.0,2020-10-04 16:04:45
5307466102,0,s_00001,1.0,2020-10-04 16:05:10
5307466103,82353917,s_00001,1.0,2020-10-04 16:10:55
5307466103,82353917,s_00005,1.0,2020-10-04 16:10:55
5307466104,0,s_00001,1.0,2020-10-04 16:15:49
5307466105,56853243,s_00004,1.0,2020-10-04 16:19:25
5307466106,0,s_00002,1.0,2020-10-04 16:20:16
5307466106,0,s_00003,1.0,2020-10-04 16:20:16
5307466106,0,s_00004,1.0,2020-10-04 16:20:16
5307466106,0,s_00005,1.0,2020-10-04 16:20:16
5307466107,46378043,s_00002,1.0,2020-10-04 16:21:32
5307466107,46378043,s_00003,1.0,2020-10-04 16:21:32
5307466107,46378043,s_00005,1.0,2020-10-04 16:21:32
5307466108,0,s_00001,1.0,2020-10-04 16:23:50
5307466108,0,s_00005,1.0,2020-10-04 16:23:50
5307466109,0,s_00001,1.0,2020-10-04 16:31:17
5307466110,53731695,s_00004,1.0,2020-10-04 16:41:32
5307466111,21368252,s_00001,1.0,2020-10-04 16:45:33
5307466112,12918199,s_00005,1.0,2020-10-04 16:52:41
5307466113,47704046,s_00001,1.0,2020-10-04 16:53:36
5307466113,47704046,s_00003,1.0,2020-10-04 16:53:36
5307466114,0,s_00005,1.0,2020-10-04 16:54:23
5307466115,0,s_00001,1.0,2020-10-04 16:56:18
5307466115,0,s_00004,1.0,2020-10-04 16:56:18
5307466115,0,s_00005,1.0,2020-10-04 16:56:18
5307466116,0,s_00003,4.0,2020-10-04 16:57:03
5307466117,84379690,s_00001,1.0,2020-10-04 17:05:06
5307466117,84379690,s_00004,1.0,2020-10-04 17:05:06
5307466117,84379690,s_00005,1.0,2020-10-04 17:05:06
5307466118,31562934,s_00004,1.0,2020-10-04 17:06:05
5307466119,80970484,s_00001,1.0,2020-10-04 17:09:24
5307466119,80970484,s_00004,1.0,2020-10-04 17:09:24
5307466119,80970484,s_00005,1.0,2020-10-04 17:09:24
5307466120,0,s_00001,1.0,2020-10-04 17:14:09
5307466121,55679958,s_00003,3.0,2020-10-04 17:16:03
5307466122,0,s_00002,1.0,2020-10-04 17:16:31
5307466123,64887651,s_00002,1.0,2020-10-04 17:22:03
5307466124,28718506,s_00002,1.0,2020-10-04 17:46:53
5307466125,57302371,s_00004,1.0,2020-10-04 17:51:05
5307466126,0,s_00002,1.0,2020-10-04 17:57:52
5307466126,0,s_00004,1.0,2020-10-04 17:57:52
5307466126,0,s_00005,1.0,2020-10-04 17:57:52
5307466127,89302410,s_00002,1.0,2020-10-04 18:06:44
5307466127,89302410,s_00005,1.0,2020-10-04 18:06:44
5307466128,0,s_00005,1.0,2020-10-04 18:12:36
5307466129,0,s_00004,1.0,2020-10-04 18:19:48
5307466130,0,s_00002,1.0,2020-10-04 18:20:56
5307466130,0,s_00004,1.0,2020-10-04 18:20:56
5307466131,23360018,s_00002,1.0,2020-10-04 18:24:17
5307466132,96911968,s_00001,1.0,2020-10-04 18:26:55
5307466133,76151407,s_00002,1.0,2020-10-04 18:34:41
5307466133,76151407,s_00005,1.0,2020-10-04 18:34:41
5307466134,0,s_00001,1.0,2020-10-04 18:38:59
5307466135,38562423,s_00005,1.0,2020-10-04 18:42:18
5307466136,42368002,s_00005,1.0,2020-10-04 18:46:17
5307466137,0,s_00002,1.0,2020-10-04 18:46:48
5307466137,0,s_00003,1.0,2020-10-04 18:46:48
5307466138,0,s_00005,1.0,2020-10-04 18:52:36
5307466139,0,s_00001,1.0,2020-10-04 18:53:59
5307466139,0,s_00003,1.0,2020-10-04 18:53:59
5307466140,34167478,s_00004,1.0,2020-10-04 18:56:52
5307466141,0,s_00002,1.0,2020-10-04 19:05:50
5307466141,0,s_00005,1.0,2020-10-04 19:05:50
5307466142,47314737,s_00002,1.0,2020-10-04 19:14:34
5307466143,97297984,s_00001,1.0,2020-10-04 19:16:31
5307466143,97297984,s_00005,1.0,2020-10-04 19:16:31
5307466144,97397886,s_00005,1.0,2020-10-04 19:17:16
5307466145,0,s_00001,1.0,2020-10-04 19:19:24
5307466146,0,s_00005,1.0,2020-10-04 19:20:12
5307466147,0,s_00005,1.0,2020-10-04 19:20:24
5307466148,26607743,s_00001,1.0,2020-10-04 19:21:43
5307466148,26607743,s_00003,1.0,2020-10-04 19:21:43
5307466148,26607743,s_00005,1.0,2020-10-04 19:21:43
5307466149,26074360,s_00005,1.0,2020-10-04 19:22:50
5307466150,0,s_00005,2.0,2020-10-04 19:23:58
5307466151,68959146,s_00005,1.0,2020-10-04 19:25:05
5307466152,0,s_00002,1.0,2020-10-04 19:25:10
5307466152,0,s_00004,1.0,2020-10-04 19:25:10
5307466152,0,s_00005,1.0,2020-10-04 19:25:10
5307466153,88962909,s_00004,1.0,2020-10-04 19:26:19
5307466154,0,s_00005,1.0,2020-10-04 19:28:23
5307466155,18014082,s_00005,1.0,2020-10-04 19:40:19
5307466156,44046843,s_00001,1.0,2020-10-04 19:40:36
